UID,Ano_Criacao,Sigla_IF,Nome_IF,Campus_IF,Regioes,UF,Municipio,Endereco_Padronizado
ifam_campus_presidente_figueiredo,2010,IFAM,Instituto Federal do Amazonas,Campus Presidente Figueiredo,Norte,AM,Presidente Figueiredo,Presidente Figueiredo/AM
ifam_campus_sao_gabriel_da_cachoeira,1993,IFAM,Instituto Federal do Amazonas,Campus São Gabriel da Cachoeira,Norte,AM,São Gabriel da Cachoeira,São Gabriel da Cachoeira/AM
ifam_campus_tabatinga,2010,IFAM,Instituto Federal do Amazonas,Campus Tabatinga,Norte,AM,Tabatinga,Tabatinga/AM
ifam_campus_tefe,2016,IFAM,Instituto Federal do Amazonas,Campus Tefé,Norte,AM,Tefé,Tefé/AM
ifam_polo_de_inovacao_manaus,2021,IFAM,Instituto Federal do Amazonas,Polo de Inovação Manaus,Norte,AM,Manaus,Manaus/AM
ifce_campus_acarau,2010,IFCE,Instituto Federal do Ceará,Campus Acaraú,Nordeste,CE,Acaraú,Acaraú/CE
ifce_campus_acopiara,2017,IFCE,Instituto Federal do Ceará,Campus Acopiara,Nordeste,CE,Acopiara,Acopiara/CE
ifce_campus_aracati,2013,IFCE,Instituto Federal do Ceará,Campus Aracati,Nordeste,CE,Aracati,Aracati/CE
ifce_campus_avancado_guaramiranga,2014,IFCE,Instituto Federal do Ceará,Campus Avançado Guaramiranga,Nordeste,CE,Guaramiranga,Guaramiranga/CE
ifce_campus_avancado_jaguaruana,2014,IFCE,Instituto Federal do Ceará,Campus Avançado Jaguaruana,Nordeste,CE,Jaguaruana,Jaguaruana/CE
ifce_campus_avancado_mombaca,2018,IFCE,Instituto Federal do Ceará,Campus Avançado Mombaça,Nordeste,CE,Mombaça,Mombaça/CE
ifce_campus_baturite,2013,IFCE,Instituto Federal do Ceará,Campus Baturité,Nordeste,CE,Baturité,Baturité/CE
ifce_campus_boa_viagem,2016,IFCE,Instituto Federal do Ceará,Campus Boa Viagem,Nordeste,CE,Boa Viagem,Boa Viagem/CE
ifce_campus_camocim,2013,IFCE,Instituto Federal do Ceará,Campus Camocim,Nordeste,CE,Camocim,Camocim/CE
ifce_campus_caninde,2010,IFCE,Instituto Federal do Ceará,Campus Canindé,Nordeste,CE,Canindé,Canindé/CE
ifce_campus_caucaia,2013,IFCE,Instituto Federal do Ceará,Campus Caucaia,Nordeste,CE,Caucaia,Caucaia/CE
ifce_campus_cedro,1995,IFCE,Instituto Federal do Ceará,Campus Cedro,Nordeste,CE,Cedro,Cedro/CE
ifce_campus_crateus,2010,IFCE,Instituto Federal do Ceará,Campus Crateús,Nordeste,CE,Crateús,Crateús/CE
ifce_campus_crato,1947,IFCE,Instituto Federal do Ceará,Campus Crato,Nordeste,CE,Crato,Crato/CE
ifce_campus_fortaleza,1909,IFCE,Instituto Federal do Ceará,Campus Fortaleza,Nordeste,CE,Fortaleza,Fortaleza/CE
ifce_campus_horizonte,2016,IFCE,Instituto Federal do Ceará,Campus Horizonte,Nordeste,CE,Horizonte,Horizonte/CE
ifce_campus_iguatu,1962,IFCE,Instituto Federal do Ceará,Campus Iguatu,Nordeste,CE,Iguatu,Iguatu/CE
ifce_campus_itapipoca,2016,IFCE,Instituto Federal do Ceará,Campus Itapipoca,Nordeste,CE,Itapipoca,Itapipoca/CE
ifce_campus_jaguaribe,2013,IFCE,Instituto Federal do Ceará,Campus Jaguaribe,Nordeste,CE,Jaguaribe,Jaguaribe/CE
ifce_campus_juazeiro_do_norte,1995,IFCE,Instituto Federal do Ceará,Campus Juazeiro do Norte,Nordeste,CE,Juazeiro do Norte,Juazeiro do Norte/CE
ifce_campus_limoeiro_do_norte,2008,IFCE,Instituto Federal do Ceará,Campus Limoeiro do Norte,Nordeste,CE,Limoeiro do Norte,Limoeiro do Norte/CE
ifce_campus_maracanau,2006,IFCE,Instituto Federal do Ceará,Campus Maracanaú,Nordeste,CE,Maracanaú,Maracanaú/CE
ifce_campus_maranguape,2017,IFCE,Instituto Federal do Ceará,Campus Maranguape,Nordeste,CE,Maranguape,Maranguape/CE
ifce_campus_morada_nova,2013,IFCE,Instituto Federal do Ceará,Campus Morada Nova,Nordeste,CE,Morada Nova,Morada Nova/CE
ifce_campus_paracuru,2016,IFCE,Instituto Federal do Ceará,Campus Paracuru,Nordeste,CE,Paracuru,Paracuru/CE
ifce_campus_pecem,2016,IFCE,Instituto Federal do Ceará,Campus Pecém,Nordeste,CE,Caucaia,Caucaia/CE
ifce_campus_quixada,2008,IFCE,Instituto Federal do Ceará,Campus Quixadá,Nordeste,CE,Quixadá,Quixadá/CE
ifce_campus_sobral,2008,IFCE,Instituto Federal do Ceará,Campus Sobral,Nordeste,CE,Sobral,Sobral/CE
ifce_campus_tabuleiro_do_norte,2013,IFCE,Instituto Federal do Ceará,Campus Tabuleiro do Norte,Nordeste,CE,Tabuleiro do Norte,Tabuleiro do Norte/CE
ifce_campus_taua,2013,IFCE,Instituto Federal do Ceará,Campus Tauá,Nordeste,CE,Tauá,Tauá/CE
ifce_campus_tiangua,2013,IFCE,Instituto Federal do Ceará,Campus Tianguá,Nordeste,CE,Tianguá,Tianguá/CE
ifce_campus_ubajara,2013,IFCE,Instituto Federal do Ceará,Campus Ubajara,Nordeste,CE,Ubajara,Ubajara/CE
ifce_campus_umirim,2013,IFCE,Instituto Federal do Ceará,Campus Umirim,Nordeste,CE,Umirim,Umirim/CE
ifce_polo_de_inovacao_fortaleza,2015,IFCE,Instituto Federal do Ceará,Polo de Inovação Fortaleza,Nordeste,CE,Fortaleza,Fortaleza/CE
ifes_campus_alegre,1947,IFES,Instituto Federal do Espírito Santo,Campus Alegre,Sudeste,ES,Alegre,Alegre/ES
ifes_campus_aracruz,2008,IFES,Instituto Federal do Espírito Santo,Campus Aracruz,Sudeste,ES,Aracruz,Aracruz/ES
ifes_campus_barra_de_sao_francisco,2016,IFES,Instituto Federal do Espírito Santo,Campus Barra de São Francisco,Sudeste,ES,Barra de São Francisco,Barra de São Francisco/ES
ifes_campus_cachoeiro_de_itapemirim,2003,IFES,Instituto Federal do Espírito Santo,Campus Cachoeiro de Itapemirim,Sudeste,ES,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim/ES
ifes_campus_cariacica,2006,IFES,Instituto Federal do Espírito Santo,Campus Cariacica,Sudeste,ES,Cariacica,Cariacica/ES
ifes_campus_centro_serrano,2016,IFES,Instituto Federal do Espírito Santo,Campus Centro Serrano,Sudeste,ES,Santa Maria de Jetibá,Santa Maria de Jetibá/ES
ifes_campus_colatina,1992,IFES,Instituto Federal do Espírito Santo,Campus Colatina,Sudeste,ES,Colatina,Colatina/ES
ifes_campus_guarapari,2013,IFES,Instituto Federal do Espírito Santo,Campus Guarapari,Sudeste,ES,Guarapari,Guarapari/ES
ifes_campus_ibatiba,2010,IFES,Instituto Federal do Espírito Santo,Campus Ibatiba,Sudeste,ES,Ibatiba,Ibatiba/ES
ifes_campus_itapina,1947,IFES,Instituto Federal do Espírito Santo,Campus Itapina,Sudeste,ES,Colatina,Colatina/ES
ifes_campus_laranja_da_terra,2022,IFES,Instituto Federal do Espírito Santo,Campus Laranja da Terra,Sudeste,ES,Laranja da Terra,Laranja da Terra/ES
ifes_campus_linhares,2008,IFES,Instituto Federal do Espírito Santo,Campus Linhares,Sudeste,ES,Linhares,Linhares/ES
ifes_campus_montanha,2014,IFES,Instituto Federal do Espírito Santo,Campus Montanha,Sudeste,ES,Montanha,Montanha/ES
ifes_campus_nova_venecia,2008,IFES,Instituto Federal do Espírito Santo,Campus Nova Venécia,Sudeste,ES,Nova Venécia,Nova Venécia/ES
ifes_campus_pedro_canario,2022,IFES,Instituto Federal do Espírito Santo,Campus Pedro Canário,Sudeste,ES,Pedro Canário,Pedro Canário/ES
ifes_campus_piuma,2013,IFES,Instituto Federal do Espírito Santo,Campus Piúma,Sudeste,ES,Piúma,Piúma/ES
ifes_campus_presidente_kennedy,2022,IFES,Instituto Federal do Espírito Santo,Campus Presidente Kennedy,Sudeste,ES,Presidente Kennedy,Presidente Kennedy/ES
ifes_campus_santa_teresa,1940,IFES,Instituto Federal do Espírito Santo,Campus Santa Teresa,Sudeste,ES,Santa Teresa,Santa Teresa/ES
ifes_campus_sao_mateus,2006,IFES,Instituto Federal do Espírito Santo,Campus São Mateus,Sudeste,ES,São Mateus,São Mateus/ES
ifes_campus_serra,2000,IFES,Instituto Federal do Espírito Santo,Campus Serra,Sudeste,ES,Serra,Serra/ES
ifes_campus_venda_nova_do_imigrante,2013,IFES,Instituto Federal do Espírito Santo,Campus Venda Nova do Imigrante,Sudeste,ES,Venda Nova do Imigrante,Venda Nova do Imigrante/ES
ifes_campus_viana,2014,IFES,Instituto Federal do Espírito Santo,Campus Viana,Sudeste,ES,Viana,Viana/ES
ifes_campus_vila_velha,2010,IFES,Instituto Federal do Espírito Santo,Campus Vila Velha,Sudeste,ES,Vila Velha,Vila Velha/ES
ifes_campus_vitoria,1909,IFES,Instituto Federal do Espírito Santo,Campus Vitória,Sudeste,ES,Vitória,Vitória/ES
ifes_polo_de_inovacao_vitoria,2015,IFES,Instituto Federal do Espírito Santo,Polo de Inovação Vitória,Sudeste,ES,Vitória,Vitória/ES
ifma_campus_acailandia,2010,IFMA,Instituto Federal do Maranhão,Campus Açailândia,Nordeste,MA,Açailândia,Açailândia/MA
ifma_campus_alcantara,2010,IFMA,Instituto Federal do Maranhão,Campus Alcântara,Nordeste,MA,Alcântara,Alcântara/MA
ifma_campus_araioses,2016,IFMA,Instituto Federal do Maranhão,Campus Araioses,Nordeste,MA,Araioses,Araioses/MA
ifma_campus_avancado_porto_franco,2014,IFMA,Instituto Federal do Maranhão,Campus Avançado Porto Franco,Nordeste,MA,Porto Franco,Porto Franco/MA
ifma_campus_avancado_rosario,2014,IFMA,Instituto Federal do Maranhão,Campus Avançado Rosário,Nordeste,MA,Rosário,Rosário/MA
ifma_campus_bacabal,2010,IFMA,Instituto Federal do Maranhão,Campus Bacabal,Nordeste,MA,Bacabal,Bacabal/MA
ifma_campus_barra_do_corda,2010,IFMA,Instituto Federal do Maranhão,Campus Barra do Corda,Nordeste,MA,Barra do Corda,Barra do Corda/MA
ifma_campus_barreirinhas,2010,IFMA,Instituto Federal do Maranhão,Campus Barreirinhas,Nordeste,MA,Barreirinhas,Barreirinhas/MA
ifma_campus_buriticupu,2006,IFMA,Instituto Federal do Maranhão,Campus Buriticupu,Nordeste,MA,Buriticupu,Buriticupu/MA
ifma_campus_carolina,2014,IFMA,Instituto Federal do Maranhão,Campus Carolina,Nordeste,MA,Carolina,Carolina/MA
ifma_campus_caxias,2010,IFMA,Instituto Federal do Maranhão,Campus Caxias,Nordeste,MA,Caxias,Caxias/MA
ifma_campus_codo,1993,IFMA,Instituto Federal do Maranhão,Campus Codó,Nordeste,MA,Codó,Codó/MA
ifma_campus_coelho_neto,2013,IFMA,Instituto Federal do Maranhão,Campus Coelho Neto,Nordeste,MA,Coelho Neto,Coelho Neto/MA
ifma_campus_grajau,2013,IFMA,Instituto Federal do Maranhão,Campus Grajaú,Nordeste,MA,Grajaú,Grajaú/MA
ifma_campus_imperatriz,1987,IFMA,Instituto Federal do Maranhão,Campus Imperatriz,Nordeste,MA,Imperatriz,Imperatriz/MA
ifma_campus_itapecuru_mirim,2016,IFMA,Instituto Federal do Maranhão,Campus Itapecuru Mirim,Nordeste,MA,Itapecuru-Mirim,Itapecuru-Mirim/MA
ifma_campus_pedreiras,2013,IFMA,Instituto Federal do Maranhão,Campus Pedreiras,Nordeste,MA,Pedreiras,Pedreiras/MA
ifma_campus_pinheiro,2010,IFMA,Instituto Federal do Maranhão,Campus Pinheiro,Nordeste,MA,Pinheiro,Pinheiro/MA
ifma_campus_presidente_dutra,2020,IFMA,Instituto Federal do Maranhão,Campus Presidente Dutra,Nordeste,MA,Presidente Dutra,Presidente Dutra/MA
ifma_campus_santa_ines,2010,IFMA,Instituto Federal do Maranhão,Campus Santa Inês,Nordeste,MA,Santa Inês,Santa Inês/MA
ifma_campus_sao_joao_dos_patos,2010,IFMA,Instituto Federal do Maranhão,Campus São João dos Patos,Nordeste,MA,São João dos Patos,São João dos Patos/MA
ifma_campus_sao_jose_de_ribamar,2014,IFMA,Instituto Federal do Maranhão,Campus São José de Ribamar,Nordeste,MA,São José de Ribamar,São José de Ribamar/MA
ifma_campus_sao_luis_centro_historico,2010,IFMA,Instituto Federal do Maranhão,Campus São Luís Centro Histórico,Nordeste,MA,São Luís,São Luís/MA
ifma_campus_sao_luis_maracana,1947,IFMA,Instituto Federal do Maranhão,Campus São Luís Maracanã,Nordeste,MA,São Luís,São Luís/MA
ifma_campus_sao_luis_monte_castelo,1909,IFMA,Instituto Federal do Maranhão,Campus São Luís Monte Castelo,Nordeste,MA,São Luís,São Luís/MA
ifma_campus_sao_raimundo_das_mangabeiras,2010,IFMA,Instituto Federal do Maranhão,Campus São Raimundo das Mangabeiras,Nordeste,MA,São Raimundo das Mangabeiras,São Raimundo das Mangabeiras/MA
ifma_campus_timon,2010,IFMA,Instituto Federal do Maranhão,Campus Timon,Nordeste,MA,Timon,Timon/MA
ifma_campus_viana,2014,IFMA,Instituto Federal do Maranhão,Campus Viana,Nordeste,MA,Viana,Viana/MA
ifma_campus_ze_doca,2006,IFMA,Instituto Federal do Maranhão,Campus Zé Doca,Nordeste,MA,Zé Doca,Zé Doca/MA
ifnmg_campus_almenara,2010,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Almenara,Sudeste,MG,Almenara,Almenara/MG
ifnmg_campus_aracuai,2010,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Araçuaí,Sudeste,MG,Araçuaí,Araçuaí/MG
ifnmg_campus_arinos,2010,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Arinos,Sudeste,MG,Arinos,Arinos/MG
ifnmg_campus_avancado_janauba,2015,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Avançado Janaúba,Sudeste,MG,Janaúba,Janaúba/MG
ifnmg_campus_avancado_porteirinha,2016,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Avançado Porteirinha,Sudeste,MG,Porteirinha,Porteirinha/MG
ifnmg_campus_diamantina,2016,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Diamantina,Sudeste,MG,Diamantina,Diamantina/MG
ifnmg_campus_januaria,1960,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Januária,Sudeste,MG,Januária,Januária/MG
ifnmg_campus_montes_claros,2010,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Montes Claros,Sudeste,MG,Montes Claros,Montes Claros/MG
ifnmg_campus_pirapora,2010,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Pirapora,Sudeste,MG,Pirapora,Pirapora/MG
ifnmg_campus_salinas,1947,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Salinas,Sudeste,MG,Salinas,Salinas/MG
ifnmg_campus_teofilo_otoni,2016,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Teófilo Otoni,Sudeste,MG,Teófilo Otoni,Teófilo Otoni/MG
ifpa_campus_abaetetuba,2008,IFPA,Instituto Federal do Pará,Campus Abaetetuba,Norte,PA,Abaetetuba,Abaetetuba/PA
ifpa_campus_altamira,1987,IFPA,Instituto Federal do Pará,Campus Altamira,Norte,PA,Altamira,Altamira/PA
ifpa_campus_ananindeua,2016,IFPA,Instituto Federal do Pará,Campus Ananindeua,Norte,PA,Ananindeua,Ananindeua/PA
ifpa_campus_belem,1909,IFPA,Instituto Federal do Pará,Campus Belém,Norte,PA,Belém,Belém/PA
ifpa_campus_braganca,2008,IFPA,Instituto Federal do Pará,Campus Bragança,Norte,PA,Bragança,Bragança/PA
ifpa_campus_breves,2013,IFPA,Instituto Federal do Pará,Campus Breves,Norte,PA,Breves,Breves/PA
ifpa_campus_cameta,2016,IFPA,Instituto Federal do Pará,Campus Cametá,Norte,PA,Cametá,Cametá/PA
ifpa_campus_castanhal,1921,IFPA,Instituto Federal do Pará,Campus Castanhal,Norte,PA,Castanhal,Castanhal/PA
ifpa_campus_conceicao_do_araguaia,2010,IFPA,Instituto Federal do Pará,Campus Conceição do Araguaia,Norte,PA,Conceição do Araguaia,Conceição do Araguaia/PA
ifpa_campus_itaituba,2010,IFPA,Instituto Federal do Pará,Campus Itaituba,Norte,PA,Itaituba,Itaituba/PA
ifpa_campus_maraba_industrial,1987,IFPA,Instituto Federal do Pará,Campus Marabá Industrial,Norte,PA,Marabá,Marabá/PA
ifpa_campus_maraba_rural,2010,IFPA,Instituto Federal do Pará,Campus Marabá Rural,Norte,PA,Marabá,Marabá/PA
ifpa_campus_obidos,2013,IFPA,Instituto Federal do Pará,Campus Óbidos,Norte,PA,Óbidos,Óbidos/PA
ifpa_campus_paragominas,2016,IFPA,Instituto Federal do Pará,Campus Paragominas,Norte,PA,Paragominas,Paragominas/PA
ifpa_campus_parauapebas,2014,IFPA,Instituto Federal do Pará,Campus Parauapebas,Norte,PA,Parauapebas,Parauapebas/PA
ifpa_campus_santarem,2010,IFPA,Instituto Federal do Pará,Campus Santarém,Norte,PA,Santarém,Santarém/PA
ifpa_campus_tucurui,1994,IFPA,Instituto Federal do Pará,Campus Tucuruí,Norte,PA,Tucuruí,Tucuruí/PA
ifpa_campus_vigia,2014,IFPA,Instituto Federal do Pará,Campus Vigia,Norte,PA,Vigia,Vigia/PA
ifpr_campus_assis_chateaubriand,2013,IFPR,Instituto Federal do Paraná,Campus Assis Chateaubriand,Sul,PR,Assis Chateaubriand,Assis Chateaubriand/PR
ifpr_campus_astorga,2015,IFPR,Instituto Federal do Paraná,Campus Astorga,Sul,PR,Astorga,Astorga/PR
ifpr_campus_avancado_arapongas,2018,IFPR,Instituto Federal do Paraná,Campus Avançado Arapongas,Sul,PR,Arapongas,Arapongas/PR
ifpr_campus_avancado_barracao,2014,IFPR,Instituto Federal do Paraná,Campus Avançado Barracão,Sul,PR,Barracão,Barracão/PR
ifpr_campus_avancado_coronel_vivida,2015,IFPR,Instituto Federal do Paraná,Campus Avançado Coronel Vivida,Sul,PR,Coronel Vivida,Coronel Vivida/PR
ifpr_campus_avancado_goioere,2015,IFPR,Instituto Federal do Paraná,Campus Avançado Goioerê,Sul,PR,Goioerê,Goioerê/PR
ifpr_campus_avancado_quedas_do_iguacu,2015,IFPR,Instituto Federal do Paraná,Campus Avançado Quedas do Iguaçu,Sul,PR,Quedas do Iguaçu,Quedas do Iguaçu/PR
ifpr_campus_campo_largo,2013,IFPR,Instituto Federal do Paraná,Campus Campo Largo,Sul,PR,Campo Largo,Campo Largo/PR
ifpr_campus_capanema,2015,IFPR,Instituto Federal do Paraná,Campus Capanema,Sul,PR,Capanema,Capanema/PR
ifpr_campus_cascavel,2014,IFPR,Instituto Federal do Paraná,Campus Cascavel,Sul,PR,Cascavel,Cascavel/PR
ifpr_campus_colombo,2016,IFPR,Instituto Federal do Paraná,Campus Colombo,Sul,PR,Colombo,Colombo/PR
ifpr_campus_curitiba,2008,IFPR,Instituto Federal do Paraná,Campus Curitiba,Sul,PR,Curitiba,Curitiba/PR
ifpr_campus_foz_do_iguacu,2010,IFPR,Instituto Federal do Paraná,Campus Foz do Iguaçu,Sul,PR,Foz do Iguaçu,Foz do Iguaçu/PR
ifpr_campus_irati,2013,IFPR,Instituto Federal do Paraná,Campus Irati,Sul,PR,Irati,Irati/PR
ifpr_campus_ivaipora,2013,IFPR,Instituto Federal do Paraná,Campus Ivaiporã,Sul,PR,Ivaiporã,Ivaiporã/PR
ifpr_campus_jacarezinho,2010,IFPR,Instituto Federal do Paraná,Campus Jacarezinho,Sul,PR,Jacarezinho,Jacarezinho/PR
ifpr_campus_jaguariaiva,2015,IFPR,Instituto Federal do Paraná,Campus Jaguariaíva,Sul,PR,Jaguariaíva,Jaguariaíva/PR
ifpr_campus_londrina,2013,IFPR,Instituto Federal do Paraná,Campus Londrina,Sul,PR,Londrina,Londrina/PR
ifpr_campus_palmas,2013,IFPR,Instituto Federal do Paraná,Campus Palmas,Sul,PR,Palmas,Palmas/PR
ifpr_campus_paranagua,2008,IFPR,Instituto Federal do Paraná,Campus Paranaguá,Sul,PR,Paranaguá,Paranaguá/PR
ifpr_campus_paranavai,2010,IFPR,Instituto Federal do Paraná,Campus Paranavaí,Sul,PR,Paranavaí,Paranavaí/PR
ifpr_campus_pinhais,2015,IFPR,Instituto Federal do Paraná,Campus Pinhais,Sul,PR,Pinhais,Pinhais/PR
ifpr_campus_pitanga,2015,IFPR,Instituto Federal do Paraná,Campus Pitanga,Sul,PR,Pitanga,Pitanga/PR
ifpr_campus_telemaco_borba,2010,IFPR,Instituto Federal do Paraná,Campus Telêmaco Borba,Sul,PR,Telêmaco Borba,Telêmaco Borba/PR
ifpr_campus_umuarama,2010,IFPR,Instituto Federal do Paraná,Campus Umuarama,Sul,PR,Umuarama,Umuarama/PR
ifpr_campus_uniao_da_vitoria,2015,IFPR,Instituto Federal do Paraná,Campus União da Vitória,Sul,PR,União da Vitória,União da Vitória/PR
ifpi_campus_angical_do_piaui,2010,IFPI,Instituto Federal do Piauí,Campus Angical do Piauí,Nordeste,PI,Angical do Piauí,Angical do Piauí/PI
ifpi_campus_campo_maior,2014,IFPI,Instituto Federal do Piauí,Campus Campo Maior,Nordeste,PI,Campo Maior,Campo Maior/PI
ifpi_campus_cocal,2014,IFPI,Instituto Federal do Piauí,Campus Cocal,Nordeste,PI,Cocal,Cocal/PI
ifpi_campus_corrente,2010,IFPI,Instituto Federal do Piauí,Campus Corrente,Nordeste,PI,Corrente,Corrente/PI
ifpi_campus_floriano,1994,IFPI,Instituto Federal do Piauí,Campus Floriano,Nordeste,PI,Floriano,Floriano/PI
ifpi_campus_jose_de_freitas,2016,IFPI,Instituto Federal do Piauí,Campus José de Freitas,Nordeste,PI,José de Freitas,José de Freitas/PI
ifpi_campus_oeiras,2013,IFPI,Instituto Federal do Piauí,Campus Oeiras,Nordeste,PI,Oeiras,Oeiras/PI
ifpi_campus_parnaiba,2006,IFPI,Instituto Federal do Piauí,Campus Parnaíba,Nordeste,PI,Parnaíba,Parnaíba/PI
ifpi_campus_paulistana,2010,IFPI,Instituto Federal do Piauí,Campus Paulistana,Nordeste,PI,Paulistana,Paulistana/PI
ifpi_campus_pedro_ii,2013,IFPI,Instituto Federal do Piauí,Campus Pedro II,Nordeste,PI,Pedro II,Pedro II/PI
ifpi_campus_picos,2006,IFPI,Instituto Federal do Piauí,Campus Picos,Nordeste,PI,Picos,Picos/PI
ifpi_campus_pio_ix,2014,IFPI,Instituto Federal do Piauí,Campus Pio IX,Nordeste,PI,Pio IX,Pio IX/PI
ifpi_campus_piripiri,2010,IFPI,Instituto Federal do Piauí,Campus Piripiri,Nordeste,PI,Piripiri,Piripiri/PI
ifpi_campus_sao_joao_do_piaui,2013,IFPI,Instituto Federal do Piauí,Campus São João do Piauí,Nordeste,PI,São João do Piauí,São João do Piauí/PI
ifpi_campus_sao_raimundo_nonato,2010,IFPI,Instituto Federal do Piauí,Campus São Raimundo Nonato,Nordeste,PI,São Raimundo Nonato,São Raimundo Nonato/PI
ifpi_campus_teresina_central,1909,IFPI,Instituto Federal do Piauí,Campus Teresina Central,Nordeste,PI,Teresina,Teresina/PI
ifpi_campus_teresina_dirceu_arcoverde,2014,IFPI,Instituto Federal do Piauí,Campus Teresina Dirceu Arcoverde,Nordeste,PI,Teresina,Teresina/PI
ifpi_campus_teresina_zona_sul,2010,IFPI,Instituto Federal do Piauí,Campus Teresina Zona Sul,Nordeste,PI,Teresina,Teresina/PI
ifpi_campus_urucui,2010,IFPI,Instituto Federal do Piauí,Campus Uruçuí,Nordeste,PI,Uruçuí,Uruçuí/PI
ifpi_campus_valenca_do_piaui,2014,IFPI,Instituto Federal do Piauí,Campus Valença do Piauí,Nordeste,PI,Valença do Piauí,Valença do Piauí/PI
ifrj_campus_arraial_do_cabo,2013,IFRJ,Instituto Federal do Rio de Janeiro,Campus Arraial do Cabo,Sudeste,RJ,Arraial do Cabo,Arraial do Cabo/RJ
